"Ženska imena po: IME, MERITVE , LETO"

" ";"Število";" ";" ";" ";" ";" "
"Rotija";16;15;14;12;11;11
"Roza";982;934;902;871;820;778
"Roza Ana";5;5;-;-;-;-
"Roza Marija";39;38;37;37;36;34
"Rozala";-;-;-;-;5;5
"Rozalia";31;-;-;-;-;-
"Rozalija";3601;3475;3367;3254;3152;3022
"Rozalija Ana";5;5;5;5;5;5
"Rozalija Marija";19;19;19;19;19;19
"Rozalka";9;9;9;9;9;9
"Rozana";65;65;65;66;66;66
"Rozeta";7;7;7;9;10;11
"Rozetka";-;-;-;-;-;5
"Rozi";41;41;40;41;42;46
"Rozika";168;163;161;159;159;158
"Rozina";456;443;431;417;406;387
"Rozinka";11;11;11;11;10;10
"Rozita";5;5;5;5;5;5
"Rozka";14;14;14;14;13;14
"Rozvita";6;6;6;6;6;6
"Rozália";-;25;23;23;20;18
"Roža";119;116;112;108;105;103
"Roža Marija";27;27;27;26;26;27
"Rožamarija";16;16;16;16;16;16
"Rožana";29;29;29;29;29;29
"Rožica";51;50;50;50;49;49
"Rožika";14;12;12;12;12;12
"Rrezarta";-;-;-;5;6;7
"Rubi";10;15;20;32;38;45
"Rubija";23;23;25;25;26;26
"Rubina";-;5;5;5;-;5
"Ruby";12;13;14;17;23;28
"Rudica";-;5;-;5;5;5
"Rudina";7;6;7;7;8;7
"Rudolfa";11;11;11;11;11;10
"Rudolfina";14;14;14;14;14;11
"Rufija";5;-;5;-;-;-
"Rufije";-;-;-;5;5;5
"Rujka";7;7;7;7;7;8
"Rukija";19;19;22;22;20;21
"Rukije";6;8;9;9;8;11
"Ruslana";5;-;5;5;5;-
"Rusmira";20;19;22;25;26;25
"Ruša";-;-;5;5;5;5
"Rut";7;7;7;7;8;8
"Ruta";5;6;6;6;7;8
"Ruth";21;21;21;20;21;20
"Ruvejda";-;5;5;5;5;6
"Ruža";471;468;465;462;461;448
"Ružena";5;5;-;-;-;-
"Ružica";487;488;486;482;479;479
"Saba";7;7;7;7;7;8
"Sabaha";-;5;6;5;6;8
"Sabahate";-;-;5;5;9;9
"Sabaheta";23;24;26;26;25;24
"Sabiha";53;56;57;57;59;59
"Sabina";5097;5097;5108;5105;5099;5097
"Sabina Marija";6;6;5;5;5;5
"Sabine";27;25;25;23;24;21
"Sabira";31;32;35;37;37;38
"Sabra";10;11;11;11;11;11
"Sabrija";12;12;11;12;12;12
"Sabrije";15;18;19;20;20;21
"Sabrina";217;219;222;227;235;237
"Sada";10;10;10;10;10;10
"Sadeta";83;86;92;91;94;95
"Sadete";12;11;12;14;16;17
"Sadifa";11;11;13;13;13;13
"Sadija";55;56;57;58;58;57
"Sadije";20;22;23;24;24;23
"Sadika";69;70;72;73;72;73
"Sadina";14;15;16;19;18;20
"Sadmira";8;9;10;10;10;10
"Safa";14;14;14;14;15;15
"Safeta";87;89;90;92;96;97
"Safete";7;7;6;7;6;10
"Safija";89;88;89;92;90;91
"Safije";-;-;-;5;5;5
"Sahadete";15;16;15;16;16;16
"Sahide";6;7;8;8;8;8
"Saida";7;8;8;9;10;9
"Saima";16;16;17;17;17;17
"Saira";8;8;10;9;10;11
"Saja";9;9;9;9;9;9
"Sajda";13;13;13;13;13;14
"Sajima";6;6;6;7;6;6
"Sajma";21;22;24;26;27;26
"Sajonara";5;5;5;5;5;5
"Sajra";19;23;29;35;39;44
"Sakiba";10;10;11;11;11;11
"Sala";8;8;10;11;11;11
"Saliha";24;25;25;25;25;27
"Salma";5;5;5;5;5;5
"Salmira";-;-;-;5;-;5
"Samanta";324;333;342;347;355;359
"Samantha";76;76;76;77;79;81
"Samela";8;7;8;8;6;7
"Samia";-;5;-;-;-;-
"Samida";7;7;7;7;8;9
"Samija";14;14;15;16;15;14
"Samije";5;5;5;6;5;5
"Samila";6;6;6;6;6;5
"Samira";162;171;180;187;192;192
"Samire";11;11;13;15;18;18
"Samka";28;28;28;28;29;30
"Samra";44;51;59;70;71;81
"Samuela";7;8;8;8;8;8
"Sana";26;28;30;30;30;31
"Sanda";189;188;188;190;187;189
"Sandina";5;5;6;6;6;6
"Sandra";2523;2533;2551;2563;2577;2571
"Sandrina";5;5;5;5;5;5
"Sanela";612;625;649;657;673;684
"Sanida";5;-;-;7;7;10
"Sanija";50;51;51;51;51;52
"Sanije";36;40;44;46;49;52
"Sanijela";10;10;10;10;10;10
"Sanita";20;20;23;24;23;24
"Sanja";2276;2303;2338;2362;2383;2401
"Sanjica";7;7;7;7;7;7
"Santina";28;29;28;29;29;30
"Sara";5826;6152;6431;6691;6978;7208
"Sara Ana";9;9;9;9;10;11
"Sara Marija";7;7;8;8;10;10
"Sarafina";6;6;5;5;5;5
"Sarah";178;177;179;190;195;194
"Saraja";8;8;9;10;10;10
"Sarajka";6;6;6;6;6;6
"Saranda";11;12;14;15;15;18
"Sarita";10;10;10;10;10;10
"Sashka";-;-;-;-;-;5
"Saša";3200;3219;3231;3238;3249;3261
"Saša Aleksandra";9;9;9;9;9;9
"Saška";252;251;255;253;255;257
"Satja";10;10;12;12;12;12
"Sava";113;111;109;107;104;101
"Saveta";14;15;14;13;14;15
"Savica";52;52;52;51;50;49
"Savina";68;67;67;65;65;66
"Savka";118;118;117;117;116;117
"Saæa";18;19;19;20;20;20
"Saæima";5;5;5;5;5;-
"Seada";9;9;10;10;10;11
"Sebiha";36;37;38;38;40;38
"Sebila";11;12;13;13;12;12
"Sebile";-;-;-;-;5;5
"Sebina";47;48;52;53;55;58
"Sebira";20;21;23;23;23;22
"Sedija";23;24;26;27;27;29
"Sedika";15;16;16;16;16;17
"Sedina";49;48;57;64;67;70
"Sedžida";9;9;9;9;9;9
"Sefija";35;36;39;38;37;37
"Sefira";6;6;6;6;6;6
"Sehare";5;5;6;6;6;6
"Sehija";8;8;8;8;8;8
"Seida";30;30;34;35;34;37
"Seide";7;7;7;7;7;7
"Seima";5;5;5;7;7;7
"Sejada";14;14;14;14;14;14
"Sejida";18;17;17;18;17;17
"Seka";9;9;10;10;9;9
"Selda";-;-;-;-;-;5
"Seldina";-;-;-;-;-;5
"Selena";29;31;33;35;41;42
"Selima";28;30;30;29;28;28
"Selime";14;13;12;13;14;14
"Selin";6;7;8;8;8;8
"Selina";37;39;45;48;49;53
"Seljvije";5;-;5;5;5;-
"Selma";286;290;305;321;339;349
"Selmina";-;-;-;-;-;6
"Selmira";-;-;-;5;5;5
"Selvedina";16;18;19;21;22;24
"Selvete";5;8;10;10;14;15
"Selvija";8;9;8;7;7;7
"Selvije";9;10;12;11;15;19
"Selvira";7;7;7;8;9;9
"Sema";6;6;6;6;6;6
"Semina";13;13;14;13;13;13
"Semira";102;102;113;114;118;117
"Semka";19;20;20;19;19;20
"Semra";15;17;20;21;23;21
"Sena";28;28;29;29;30;29
"Senada";351;360;381;389;394;398
"Senadija";11;12;12;12;12;12
"Senaida";-;-;5;5;5;6
"Sendi";33;34;34;34;34;34
"Sendy";11;11;12;12;12;12
"Senela";7;7;8;8;7;8
"Senida";9;9;12;11;12;11
"Seniha";9;9;10;10;9;12
"Senija";216;219;223;224;221;219
"Senita";10;11;10;11;13;16
"Senja";37;35;35;35;35;35
"Senka";120;119;121;119;119;120
"Senta";55;55;55;55;55;55
"Serafina";14;14;14;13;13;14
"Serena";13;14;15;15;15;15
"Sergeja";397;401;405;407;408;411
"Sergija";9;9;9;9;9;9
"Servete";10;10;12;11;12;13
"Seta";7;7;7;7;7;7
"Sevda";13;13;13;14;14;14
"Sevdija";6;6;6;6;6;6
"Sevdije";32;34;34;36;36;35
"Severina";104;101;101;101;101;101
"Sevim";6;6;7;7;7;7
"Sevla";5;5;6;6;6;6
"Sevleta";-;-;-;-;5;5
"Sevlija";9;10;11;11;11;11
"Shaha";-;-;5;-;-;-
"Shana";8;9;9;9;9;10
"Sharon";6;5;5;5;5;5
"Shefkije";-;-;6;5;7;8
"Shehide";-;-;-;-;-;5
"Shehrije";-;-;-;7;7;9
"Sheila";8;8;11;11;10;11
"Shemsije";-;9;12;17;17;18
"Sheribane";-;-;-;-;-;5
"Sherife";-;6;6;8;9;10
"Shkurta";7;9;9;10;11;11
"Shkurte";11;11;13;16;18;20
"Shpresa";18;20;22;24;27;30
"Shukrije";9;10;11;12;14;14
"Shyhrete";6;7;10;11;12;14
"Shqipe";12;15;17;20;23;27
"Sibel";6;6;5;8;6;8
"Sibila";36;37;37;38;38;38
"Sida";6;5;-;-;-;-
"Sidika";6;7;7;7;7;7
"Sidonija";170;163;160;150;145;138
"Siena";-;-;-;-;5;5
"Sifeta";8;9;8;9;11;11
"Sigrid";6;7;7;8;8;8
"Sija";7;7;7;7;7;6
"Silva";5024;4983;4935;4879;4834;4784
"Silva Ana";5;5;5;5;5;5
"Silva Marija";24;24;24;24;23;23
"Silvana";609;609;612;613;613;608
"Silverija";19;18;18;18;18;18
"Silvestra";863;845;826;808;793;773
"Silvestra Marija";6;6;6;6;5;5
"Silvia";89;92;95;95;99;95
"Silvica";16;16;16;16;16;16
"Silvija";616;616;616;615;609;608
"Silvina";5;5;5;5;5;-
"Simeona";15;14;14;14;14;13
"Simeuna";9;9;9;9;9;9
"Simka";8;8;8;8;8;8
"Simona";5880;5870;5872;5860;5861;5848
"Simona Marija";8;6;6;6;6;6
"Simonca";73;73;73;73;72;71
"Simone";12;11;11;11;11;11
"Simoneta";6;6;6;6;5;5
"Simonida";7;7;6;6;5;5
"Simonka";41;41;41;40;39;39
"Simuna";6;6;7;7;7;7
"Sinavere";-;-;-;5;5;5
"Sindi";35;33;33;33;33;34
"Sindis";-;-;-;5;5;5
"Sindy";9;9;9;9;9;10
"Sinja";33;33;33;33;36;40
"Sintia";9;10;10;11;11;12
"Sintija";46;47;47;47;48;47
"Sintja";8;8;8;8;8;8
"Sladjana";99;98;99;93;92;92
"Sladžana";20;19;20;19;19;18
"Slagjana";-;-;5;5;7;8
"Slava";448;436;428;420;409;400
"Slavenka";7;8;8;8;8;8
"Slavi";21;23;24;24;24;24
"Slavica";3502;3482;3475;3460;3447;3409
"Slavica Alojzija";9;9;8;8;6;6
"Slavka";1357;1349;1334;1325;1311;1294
"Slavka Alojzija";11;10;10;10;10;10
"Slavojka";100;99;100;100;100;100
"Slaðana";355;361;377;394;394;402
"Slobodanka";225;224;227;228;228;230
"Smaila";9;9;9;9;10;10
"Smajila";5;5;5;-;-;-
"Smilja";190;192;191;192;191;189
"Smiljana";248;245;242;240;240;236
"Smiljanka";10;10;10;10;10;10
"Smiljka";57;59;59;58;58;58
"Snezhana";-;5;8;10;18;21
"Sneža";9;7;8;7;7;7
"Snežana";849;846;850;853;850;849
"Snežanka";10;11;10;8;8;8
"Snežka";6;6;6;6;6;6
"Snežna";41;42;42;42;42;42
"Sniježana";8;8;8;8;8;7
"Snježana";356;361;371;368;370;370
"Soèa";11;12;12;12;12;12
"Sofia";27;40;47;64;88;130
"Sofie";-;-;-;5;5;5
"Sofija";204;210;232;254;287;342
"Sofije";7;7;6;7;7;7
"Soka";20;21;20;21;20;20
"Sonèa";6;6;6;6;6;6
"Sonia";14;15;18;17;19;19
"Sonija";10;10;10;10;10;9
"Sonita";6;5;6;6;6;6
"Sonja";8455;8429;8407;8380;8325;8264
"Sonja Ana";7;7;7;7;7;7
"Sonja Ivana";6;6;6;6;5;5
"Sonja Marija";55;54;52;53;53;51
"Sonja Zofija";8;8;8;8;8;8
"Sophia";-;-;-;6;5;5
"Sophie";9;9;8;9;8;9
"Soraja";22;22;23;24;24;25
"Soraya";6;8;8;9;10;11
"Spasa";9;9;9;9;9;9
"Spasenija";12;12;12;12;12;11
"Spomenka";96;95;97;98;99;98
"Spominka";-;-;-;5;-;-
"Srbijanka";6;6;6;6;5;5
"Srebra";5;5;5;5;5;5
"Sreèka";43;42;42;42;41;40
"Sretenka";11;11;10;10;11;11
"Srna";-;-;-;-;-;5
"Stajka";5;5;5;5;5;5
"Staka";22;22;21;20;20;19
"Stamenka";5;5;5;5;6;6
"Stana";358;355;352;350;348;339
"Stanica";17;16;18;17;18;17
"Stanija";20;19;20;20;18;19
"Stanika";7;7;7;7;7;7
"Stanimirka";9;9;9;8;8;8
"Stanislava";4767;4670;4584;4492;4404;4275
"Stanislava Ivana";6;6;6;6;6;6
"Stanislava Marija";30;30;29;29;25;25
"Stanislavka";7;7;7;7;7;7
"Stanka";1240;1242;1238;1237;1231;1223
"Stanojka";39;39;38;38;37;39
"Staša";547;560;572;580;583;591
"Staška";11;11;11;11;12;11
"Stefana";-;-;-;-;-;5
"Stefani";11;11;13;15;15;19
"Stefania";9;12;11;13;13;14
"Stefanie";17;15;16;16;16;15
"Stefanija";13;14;15;16;21;24
"Stefanka";-;-;5;5;5;6
"Stela";101;117;136;149;171;194
"Stella";112;129;150;175;187;204
"Stephanie";-;-;5;5;5;-
"Steva";7;7;8;9;8;8
"Stevanija";9;9;9;9;9;8
"Stevka";13;13;13;13;13;13
"Stina";27;28;29;30;31;31
"Stoja";134;136;138;136;137;135
"Stojana";53;55;54;53;54;55
"Stojanka";195;193;191;190;190;189
"Stojica";7;8;8;8;8;9
"Stojka";23;25;24;25;25;24
"Stojna";7;7;8;8;8;7
"Suada";133;136;141;147;149;159
"Suana";7;7;7;8;9;10
"Subha";16;17;17;17;17;17
"Subhija";14;14;14;14;15;17
"Suela";-;-;-;8;13;17
"Suhbija";-;-;-;-;5;5
"Sumea";-;-;5;6;6;7
"Sumedija";7;7;7;7;7;7
"Sumeja";13;16;18;22;26;35
"Sumejja";5;6;6;7;8;9
"Suna";6;6;6;6;6;7
"Sunèica";26;28;30;29;28;29
"Sunita";10;10;10;11;10;13
"Susanna";8;9;9;8;9;8
"Susanne";20;19;19;21;20;20
"Sutka";5;5;5;5;5;5
"Suvada";122;126;132;131;136;135
"Suzana";5588;5586;5581;5580;5577;5542
"Suzi";26;27;27;28;25;25
"Suzy";5;5;5;5;5;5
"Svetka";6;6;6;6;6;6
"Svetlana";538;538;551;562;568;573
"Svetlanka";8;9;8;9;10;10
"Svijetlana";10;10;10;9;10;9
"Svitlana";47;45;47;51;57;60
"Svjetlana";117;122;127;128;130;132
"Sylvia";9;8;8;8;8;8
"Šadija";5;5;5;5;5;5
"Šaha";36;37;38;40;37;39
"Šaho";-;-;5;-;-;6
"Šahza";9;9;9;9;9;9
"Šana";9;11;11;12;14;14
"Šara";6;6;5;5;5;-
"Šarika";78;77;77;74;73;72
"Šarka";8;6;6;7;7;6
"Šarlota";24;24;24;24;23;23
"Šarolta";84;84;83;81;78;75
"Šefija";-;6;6;6;6;6
"Šefika";154;157;159;157;154;152
"Šefka";14;13;14;14;16;15
"Šefkija";6;6;5;5;5;5
"Šeherezada";10;10;10;11;10;10
"Šeherzada";22;24;24;25;26;32
"Šehida";9;10;9;9;10;10
"Šehiza";12;12;12;12;12;12
"Šehrija";12;12;12;12;12;12
"Šehzada";5;5;5;5;5;5
"Šeila";11;11;11;11;11;10
"Šejla";89;99;106;115;123;132
"Šemsa";102;102;108;108;108;106
"Šemsija";6;6;6;6;6;6
"Šemsije";8;8;7;7;7;6
"Šerifa";29;29;29;29;29;29
"Šerife";22;24;22;19;19;19
"Šerka";7;7;7;6;5;5
"Ševala";34;34;32;33;33;35
"Šeæa";-;-;5;5;5;5
"Šeæira";12;12;12;12;12;12
"Šida";6;6;7;7;7;7
"Šimica";5;5;-;-;-;-
"Škurta";9;9;10;11;11;11
"Šolasta";9;9;9;9;9;9
"Šolastika";7;7;6;5;5;5
"Špela";6286;6401;6488;6567;6651;6739
"Špela Elizabeta";7;7;7;7;7;7
"Špelca";112;112;111;109;109;106
"Špresa";12;12;13;14;15;14
"Štefa";13;13;13;11;11;10
"Štefana";38;36;35;34;32;29
"Štefani";7;6;6;6;6;6
"Štefanija";4885;4749;4628;4493;4378;4246
"Štefanija Ana";7;7;7;7;7;7
"Štefanija Ivana";10;9;7;7;7;7
"Štefanija Marija";19;18;17;16;16;16
"Štefi";5;5;6;6;7;7
"Štefica";245;242;240;233;231;229
"Štefka";1367;1347;1340;1330;1323;1315
"Šuhra";15;15;14;14;15;16
"Šuhreta";10;10;10;10;10;9
"Tabea";6;6;7;7;7;7
"Tabita";5;5;5;5;5;5
"Tadea";8;8;9;9;9;9
"Tadeja";2468;2476;2485;2482;2488;2487
"Tahira";14;14;14;15;15;16
"Taia";7;7;9;12;12;13
"Taiba";5;5;5;6;7;6
"Taibe";5;-;5;5;5;5
"Taida";10;11;13;16;16;18
"Taira";8;10;13;16;19;24
"Tais";5;5;6;7;8;9
"Taja";925;1035;1169;1285;1387;1490
"Tajana";56;57;58;58;58;59
"Tajda";559;572;597;624;651;678
"Tajka";8;8;8;8;9;9
"Tajra";15;17;23;33;37;44
"Tajša";-;-;-;-;-;6
"Tala";6;6;6;6;6;6
"Talia";5;5;5;5;5;5
"Talija";10;10;10;10;11;11
"Talita";9;9;9;8;8;9
"Tamara";3106;3138;3144;3176;3205;3219
"Tami";9;10;10;10;10;11
"Tamina";-;-;-;6;7;7
"Tana";33;35;36;40;41;45
"Tanaja";31;45;55;63;74;80
"Tanaya";-;-;-;5;5;6
"Tania";15;14;15;15;14;14
"Tanija";27;27;27;27;25;24
"Tanisa";14;14;14;14;14;15
"Tanita";45;46;46;47;47;47
"Tanja";7881;7901;7916;7914;7920;7922
"Tanja Marija";14;13;13;13;12;11
"Tanja Tatjana";5;5;5;5;5;-
"Tanjuša";5;5;5;5;5;5
"Tankosava";7;7;7;6;7;7
"Tanya";-;-;6;6;7;8
"Tara";464;533;594;646;692;744
"Tara Tanita";5;5;5;5;5;5
"Tarin";15;17;18;19;20;21
"Tarja";-;-;-;5;9;10
"Tasha";-;-;-;-;-;5
"Tasja";8;8;8;8;8;8
"Taša";59;63;65;68;71;74
"Tatiana";41;40;46;51;61;65
"Tatijana";22;24;25;25;25;24
"Tatjana";8267;8227;8213;8192;8153;8113
"Tatjana Alojzija";5;5;5;5;5;5
"Tatjana Ana";7;7;7;7;7;7
"Tatjana Marija";45;41;39;36;35;34
"Tatjana Tanja";6;6;6;6;6;6
"Tatjanca";35;35;36;34;34;34
"Tatle";6;6;6;6;7;8
"Tatsiana";-;-;-;-;-;5
"Taya";13;16;22;28;30;35
"Tayra";-;6;9;12;16;18
"Tea";1437;1457;1481;1511;1539;1559
"Tedeja";11;11;11;11;11;11
"Tehvida";29;30;30;30;30;28
"Teja";2274;2348;2416;2483;2545;2604
"Tejka";16;16;16;15;14;14
"Tekla";6;6;6;6;5;5
"Tena";13;16;19;19;19;21
"Teodora";255;251;265;267;270;285
"Teresa";6;7;7;7;8;8
"Terez";18;-;-;-;-;-
"Tereza";150;159;162;162;164;165
"Terezia";5;5;5;-;-;-
"Terezija";8751;8515;8291;8045;7807;7495
"Terezija Cvetka";52;52;51;51;52;51
"Terezija Marija";44;44;42;41;40;36
"Terezija Zinka";5;5;5;5;5;5
"Terezika";56;55;53;53;53;53
"Terezinka";7;7;7;7;7;6
"Teréz";-;13;13;14;13;13
"Tesa";24;26;27;29;33;38
"Tessa";8;9;10;10;10;11
"Tetiana";9;12;11;16;21;22
"Tetyana";62;53;55;54;55;57
"Teuta";33;35;35;37;42;43
"Thea";5;5;5;5;5;5
"Tia";583;705;814;907;1010;1091
"Tia Ana";-;-;-;-;5;5
"Tia Maria";-;-;5;5;5;5
"Tia Marija";-;6;6;6;6;5
"Tia Sara";-;-;-;-;5;5
"Tiana";98;116;142;157;184;204
"Tiara";27;38;47;54;64;71
"Ticijana";18;18;18;18;18;18
"Ticjana";5;-;-;5;5;5
"Tifa";9;11;10;12;13;12
"Tiffany";10;10;11;11;11;12
"Tihana";24;23;25;24;24;24
"Tija";210;259;298;335;360;403
"Tijana";173;187;210;231;247;260
"Tijara";-;-;-;-;-;6
"Tilèka";9;9;9;10;10;10
"Tilika";-;-;-;-;-;5
"Tilka";119;118;116;115;115;114
"Tima";11;11;13;13;13;13
"Timea";58;58;62;62;64;64
"Timeja";48;51;57;60;60;63
"Timka";24;24;28;28;27;27
"Timoteja";18;18;18;18;20;20
"Tina";7427;7503;7552;7608;7653;7711
"Tinaja";-;5;5;5;5;6
"Tinca";47;46;46;47;47;47
"Tinea";-;-;-;-;-;7
"Tineja";8;12;14;16;16;19
"Tinica";6;6;6;6;6;6
"Tinka";208;212;218;227;233;234
"Tinkara";758;827;896;997;1084;1171
"Tisa";99;123;151;180;205;224
"Tita";54;59;62;68;76;82
"Titina";5;5;5;5;5;6
"Tiva";11;11;11;11;12;14
"Tiziana";6;7;8;8;7;7
"Tiya";-;-;-;-;-;5
"Tjana";5;5;5;5;5;5
"Tjara";-;-;-;-;6;7
"Tjaša";6093;6219;6314;6391;6453;6502
"Tjaška";6;5;5;5;5;5
"Toda";11;11;11;11;10;10
"Todora";6;5;-;-;-;5
"Todorka";7;8;8;7;8;8
"Toja";8;10;13;14;14;15
"Tomislava";30;30;30;30;30;31
"Tomislavka";5;5;5;5;5;5
"Tomka";13;13;12;12;12;12
"Tonèka";360;358;354;351;344;338
"Tonica";8;8;8;8;8;8
"Tonija";7;7;8;8;9;9
"Tonika";7;7;7;7;7;7
"Tonja";97;99;103;109;110;114
"Tonka";65;65;65;66;66;65
"Tosja";20;20;20;20;20;21
"Toska";-;-;5;-;-;-
"Trajanka";11;11;12;13;13;12
"Trauda";8;8;8;8;8;8
"Traudi";10;9;9;9;9;9
"Treza";15;15;15;15;14;12
"Trina";27;35;39;58;64;71
"Tringa";-;-;7;6;6;8
"Trini";5;5;5;5;6;6
"Trisha";6;9;11;11;12;13
"Triša";9;10;12;13;15;15
"Trivuna";6;6;6;6;6;6
"Truda";32;32;32;31;30;29
"Tuana";-;-;-;-;5;8
"Tugomira";6;6;6;6;5;5
"Tyra";-;-;5;5;9;9
"Ubavka";-;6;8;8;8;8
"Ula";409;464;525;609;695;788
"Ulfeta";8;9;9;9;9;9
"Ulla";18;20;21;22;24;25
"Ulrika";6;6;6;6;6;6
"Uma";25;30;37;42;49;57
"Umihana";7;7;7;7;7;7
"Umija";6;6;5;5;5;5
"Umka";5;5;5;5;5;5
"Una";36;40;41;43;47;50
"Ursula";36;35;36;36;37;38
"Urša";1543;1564;1577;1593;1603;1605
"Uršika";7;7;7;7;7;7
"Urška";7311;7343;7372;7400;7432;7440
"Uršula";518;507;503;494;483;474
"Uršula Marija";5;5;5;5;5;-
"Ute";5;5;5;6;6;6
"Vafire";5;5;6;6;6;6
"Vahdeta";7;7;7;8;8;10
"Vahida";77;78;80;81;80;80
"Vahide";7;9;13;12;15;14
"Vaja";6;6;6;6;6;6
"Valbona";7;8;10;12;9;10
"Valbone";9;9;9;11;13;20
"Valburga";111;107;104;100;99;95
"Valèi";30;29;29;29;29;28
"Valèka";7;7;7;7;7;7
"Valda";12;12;12;12;11;11
"Valdete";8;11;12;13;14;16
"Valenka";5;5;5;5;5;5
"Valentina";2442;2462;2475;2514;2549;2582
"Valentina Marija";7;6;6;6;6;5
"Valentyna";12;11;9;9;10;10
"Valeria";15;17;18;18;21;23
"Valerija";2560;2553;2537;2535;2522;2506
"Valerija Marija";8;7;7;6;6;5
"Valerina";5;5;6;6;6;7
"Valeriya";6;10;9;8;11;12
"Valeska";7;7;7;7;7;8
"Vali";8;8;8;8;8;8
"Valika";8;8;8;8;8;8
"Valmira";-;-;-;-;-;5
"Valmire";-;-;5;7;7;8
"Valnea";9;9;9;9;9;10
"Valtruda";7;7;7;7;7;7
"Vana";6;8;11;11;12;13
"Vanda";614;610;608;604;598;587
"Vanda Marija";7;7;7;7;7;7
"Vaneja";9;9;9;10;10;10
"Vanesa";442;467;487;498;506;515
"Vanessa";189;197;202;207;214;220
"Vanja";1989;1997;2003;2006;2018;2021
"Vanna";-;-;-;-;-;5
"Varja";66;68;72;72;74;75
"Vasa";7;7;7;7;7;7
"Vasilija";52;50;51;51;50;50
"Vasiljka";19;18;18;17;17;17
"Vasilka";12;14;13;13;12;12
"Vasja";20;20;20;20;21;21
"Vaska";15;14;15;15;18;20
"Vasva";13;13;13;14;14;14
"Vasvija";32;33;32;32;33;33
"Vedrana";52;52;57;58;59;58
"Vehida";12;12;13;12;12;12
"Vekoslava";194;186;179;174;165;156
"Vela";5;5;-;-;-;-
"Velena";10;10;10;10;10;10
"Veliborka";6;6;6;7;7;7
"Velida";28;29;28;28;29;30
"Velika";11;12;13;12;12;12
"Velina";6;6;6;6;6;6
"Velinka";79;79;79;79;77;76
"Velja";5;5;5;5;5;5
"Venceslava";39;38;36;35;35;35
"Venèeslava";45;45;43;42;42;42
"Venèka";6;6;6;6;6;6
"Vendi";6;6;6;6;6;7
"Venera";15;17;16;17;19;20
"Veneranda";7;7;7;7;7;7
"Venesa";31;31;32;33;35;37
"Venka";10;10;10;10;10;10
"Vera";3236;3207;3169;3131;3100;3055
"Vera Ana";9;7;7;7;7;6
"Vera Franèiška";7;7;7;7;7;7
"Vera Marija";34;33;32;33;33;32
"Verena";126;122;122;121;119;116
"Verenka";12;12;12;12;12;12
"Verica";844;843;840;837;835;830
"Verka";44;45;47;47;45;43
"Vernesa";10;10;9;10;10;10
"Verona";288;276;266;251;247;236
"Veronica";12;13;13;13;14;16
"Veronika";5001;4955;4949;4904;4858;4799
"Veronika Marija";17;15;15;14;14;13
"Veronika Neža";5;-;-;-;-;-
"Veruška";9;9;9;9;9;9
"Vesa";-;-;-;5;5;6
"Vesela";5;5;5;5;5;5
"Veselina";-;-;-;-;-;5
"Veselinka";28;29;29;29;29;28
"Veseljka";12;12;12;12;13;13
"Veselka";60;59;59;58;57;54
"Vesna";7607;7636;7652;7649;7677;7665
"Vesna Marija";12;12;12;12;11;11
"Vezira";13;13;13;13;13;13
"Vezire";14;14;16;17;19;19
"Victoria";20;17;19;21;21;25
"Vida";5854;5761;5676;5601;5538;5456
"Vida Ana";12;12;12;12;11;10
"Vida Antonija";6;6;6;6;5;-
"Vida Franèiška";6;6;6;6;6;6
"Vida Ivana";5;5;5;5;5;5
"Vida Marija";51;50;50;48;47;44
"Vidanka";7;7;7;7;7;7
"Vidica";17;16;16;15;14;12
"Vidka";13;13;13;13;13;13
"Vidojka";42;42;42;42;42;42
"Vidosava";84;87;87;87;85;83
"Viera";-;-;-;5;5;6
"Vijola";7;7;7;7;6;6
"Vijolanda";5;5;5;5;5;-
"Vijoleta";30;31;30;31;31;31
"Vijolica";10;10;10;10;10;10
"Vika";102;103;103;103;103;106
"Viki";16;16;18;18;18;19
"Vikica";68;67;67;67;67;67
"Viktoria";32;36;36;40;40;43
"Viktoriia";-;6;5;7;11;11
"Viktorija";2037;2026;2007;1991;1981;1979
"Viktorija Marija";9;8;9;8;8;8
"Viktoriya";24;25;27;32;28;29
"Viktorja";5;5;5;5;5;5
"Vildana";20;21;22;24;25;27
"Vilhelmina";17;17;16;16;16;16
"Viljana";14;14;14;14;14;14
"Viljema";8;8;7;7;7;7
"Viljemina";66;65;64;63;61;60
"Viljemka";14;14;14;14;14;14
"Viljenka";27;28;28;27;25;25
"Vilka";11;11;11;11;11;11
"Vilma";960;950;936;927;913;897
"Vilma Marija";5;5;5;5;5;5
"Vincencija";97;94;94;92;90;88
"Vinka";172;171;170;171;171;169
"Viola";16;18;17;19;19;19
"Violeta";484;497;509;513;513;513
"Violete";9;10;11;10;11;12
"Violetka";9;9;9;9;9;9
"Violetta";5;5;5;5;6;6
"Vira";9;7;8;8;9;9
"Virgilija";6;5;5;5;5;5
"Virginia";9;8;8;8;9;8
"Virginija";22;21;21;21;20;20
"Virineja";7;7;7;7;7;7
"Virna";5;5;5;6;5;6
"Vislava";22;22;22;22;22;22
"Višnja";105;107;107;108;109;107
"Višnjica";11;11;11;11;11;10
"Vita";615;690;779;866;936;1021
"Vitka";10;9;9;11;11;11
"Vitomira";12;12;11;10;10;10
"Vitoslava";33;33;33;33;33;34
