"Moška imena po: IME, MERITVE , LETO"

" ";"Število";" ";" ";" ";" ";" "
"Mihret";20;19;21;18;17;19
"Mihály";-;-;-;6;-;-
"Mijat";14;14;14;14;14;14
"Mijo";270;265;253;248;242;235
"Mijodrag";19;19;20;20;20;20
"Mik";12;12;13;14;15;16
"Mika";13;13;13;15;15;16
"Mikajlo";-;-;-;-;5;-
"Mikan";7;7;8;7;7;7
"Mike";28;28;33;33;34;34
"Mikel";5;7;7;6;7;7
"Mikhail";-;-;5;6;9;11
"Miki";23;23;26;25;30;30
"Mikica";-;-;5;5;5;6
"Miklavž";75;75;74;73;75;76
"Miko";22;24;24;25;25;24
"Miladin";185;188;194;186;186;190
"Milaim";35;41;42;36;36;34
"Milan";12685;12550;12455;12282;12148;11958
"Milan Anton";8;8;8;7;5;-
"Milan Emil";7;7;7;7;7;6
"Milan Franc";10;8;8;8;8;6
"Milan Ivan";6;5;6;5;5;5
"Milan Jožef";5;-;-;-;-;-
"Milanko";73;73;78;76;77;77
"Milazim";20;20;21;21;21;23
"Mile";520;520;544;539;535;541
"Milen";8;6;6;7;6;6
"Milenko";682;674;684;673;664;666
"Mileta";29;29;29;27;25;25
"Milidrag";5;-;-;-;-;-
"Milija";19;19;19;19;18;18
"Milijan";29;27;26;26;26;26
"Milika";-;5;5;5;5;5
"Milimir";-;5;5;5;5;6
"Milinko";27;29;33;32;33;34
"Milisav";43;41;47;43;42;40
"Milivoj";306;304;303;298;295;292
"Milivoje";145;147;148;143;142;142
"Miliæ";23;23;21;22;23;23
"Miljaim";-;6;-;-;-;-
"Miljan";33;39;42;41;45;48
"Miljenko";72;73;77;79;78;78
"Milko";226;229;226;223;216;213
"Milo";20;21;20;21;21;20
"Milodrag";11;11;11;11;11;11
"Miloje";33;33;35;34;33;34
"Milojica";7;7;7;7;7;7
"Milojko";38;36;37;37;36;38
"Milomir";101;102;105;103;99;104
"Milorad";719;702;730;714;713;712
"Milosav";45;46;46;47;46;44
"Miloslav";11;12;12;12;12;12
"Miloš";1612;1597;1622;1595;1603;1607
"Milovan";341;338;342;336;331;329
"Milun";12;12;13;11;12;11
"Milutin";152;153;155;150;145;143
"Minel";7;9;9;10;11;11
"Minir";6;6;6;7;7;6
"Miodrag";373;386;388;384;374;389
"Miomir";35;35;35;35;33;37
"Miralem";95;88;101;96;98;99
"Miralim";8;7;7;9;9;9
"Miran";5553;5531;5502;5469;5446;5405
"Mirando";14;14;15;13;13;14
"Mirche";-;-;-;-;7;7
"Mirèe";15;12;14;14;11;11
"Mire";9;9;10;10;10;10
"Mirel";26;29;29;27;28;27
"Mirfet";6;5;6;6;6;6
"Mirhad";59;58;69;70;72;70
"Mirhat";6;-;5;5;5;5
"Mirhet";10;8;7;7;6;6
"Mirislav";8;8;9;8;8;8
"Mirjan";144;144;144;144;144;141
"Mirko";4646;4594;4554;4493;4421;4355
"Mirnes";115;131;148;151;145;154
"Miro";765;765;764;759;746;740
"Miroljub";65;63;60;59;58;59
"Miron";-;-;-;-;6;6
"Miroslav";4502;4417;4404;4309;4234;4194
"Miroslav Jožef";6;6;6;5;5;5
"Mirsad";746;745;828;809;803;791
"Mirsat";10;9;10;10;11;11
"Mirso";7;-;6;7;7;7
"Mirt";15;15;15;15;15;15
"Mirvad";-;-;-;5;5;5
"Mirvet";7;12;11;10;11;12
"Mirza";160;171;164;162;167;173
"Mirzad";7;8;8;6;7;7
"Mirzet";195;184;210;198;199;204
"Mirzo";6;6;6;6;6;6
"Mischel";6;6;6;6;6;5
"Misin";10;10;11;11;11;11
"Mislav";5;5;-;-;5;5
"Miša";11;10;10;11;12;12
"Mišel";140;142;145;146;151;153
"Miško";19;19;18;18;17;17
"Mišo";217;217;222;220;223;220
"Mita";5;5;5;-;-;-
"Mitar";91;93;94;92;89;90
"Mitat";9;9;10;10;10;10
"Mite";11;13;12;13;15;15
"Mithad";5;6;6;6;5;5
"Mithat";9;9;11;10;10;12
"Mitija";5;5;5;-;-;-
"Mitja";6841;6854;6860;6867;6859;6847
"Mitja Franc";5;5;5;5;5;5
"Mitja Janez";5;5;5;5;5;5
"Mitjan";32;32;32;32;32;32
"Mitko";44;40;45;48;47;50
"Mito";21;21;21;21;23;24
"Mitodija";5;5;5;5;5;5
"Mitre";10;9;9;9;8;7
"Miæa";10;11;11;11;13;16
"Miæo";117;114;118;118;118;119
"Mladen";1270;1280;1302;1284;1284;1279
"Mladenko";29;31;34;30;31;32
"Mladjan";5;5;5;5;5;5
"Mladjen";23;22;21;20;19;19
"Mlaðan";9;9;10;12;11;10
"Mlaðen";24;27;29;28;28;28
"Mlaðo";-;-;-;-;-;5
"Moamer";6;6;6;6;5;5
"Modest";13;14;14;14;13;13
"Mohamed";22;22;26;28;26;29
"Mohor";56;57;59;59;60;60
"Mohsen";-;-;-;-;-;5
"Mojmir";121;122;122;122;122;123
"Momèilo";155;156;154;150;151;148
"Mome";6;-;-;5;5;5
"Momir";128;131;134;133;129;129
"Momo";5;7;7;6;5;7
"Moreno";38;40;40;41;41;43
"Moris";14;14;14;14;14;13
"Muamed";10;10;11;10;10;10
"Muamer";44;43;53;51;56;55
"Muamet";6;6;6;6;6;6
"Muarem";9;8;8;8;8;8
"Muaz";5;5;-;6;6;6
"Mufid";11;11;14;13;13;13
"Muhamed";566;566;605;601;600;596
"Muhamet";89;96;107;103;101;98
"Muhammed";5;7;8;11;11;12
"Muharem";282;280;295;286;278;268
"Muharrem";15;14;16;18;16;17
"Muhedin";5;6;6;6;6;6
"Muhibija";-;-;5;5;5;6
"Muhidin";27;27;27;29;28;28
"Muho";16;17;18;19;19;19
"Muja";-;-;6;5;5;5
"Mujadin";5;5;5;5;5;5
"Mujaga";58;57;61;62;60;55
"Muje";5;-;5;-;-;-
"Mujo";262;266;279;278;261;264
"Mumin";45;44;44;44;41;43
"Munever";11;11;11;11;12;12
"Munib";80;81;80;78;75;75
"Munir";45;45;52;48;47;49
"Muradif";34;36;35;33;33;33
"Murat";70;73;75;72;72;69
"Muris";30;26;33;30;33;33
"Muriz";17;15;20;22;21;21
"Mursel";8;7;11;8;10;8
"Murtez";6;5;-;5;5;5
"Murtezan";5;-;-;-;-;-
"Musa";30;28;28;29;30;31
"Musaj";-;6;-;-;-;-
"Musli";19;17;19;15;18;20
"Muso";-;-;-;-;-;5
"Mustaf";13;13;12;12;11;11
"Mustafa";441;434;468;445;448;452
"Mustafe";6;7;7;6;7;6
"Musto";-;-;5;5;5;5
"Muzafer";29;30;35;33;34;32
"Mykhailo";-;-;-;5;5;6
"Mykhaylo";19;14;13;15;17;16
"Mykola";12;14;12;11;11;12
"Nac";16;16;16;16;17;17
"Nace";344;371;401;438;486;533
"Nadan";6;6;6;6;6;6
"Nadir";6;-;5;-;-;-
"Nado";5;-;-;-;-;-
"Nadžip";5;5;5;5;5;5
"Nafi";6;8;8;8;9;9
"Nafis";5;5;-;-;-;-
"Nagib";7;6;6;6;5;5
"Nai";7;11;17;23;33;40
"Nail";42;38;43;45;48;51
"Naim";88;94;98;93;88;88
"Naj";39;48;59;71;86;100
"Najil";9;8;10;11;11;12
"Nal";106;123;140;160;186;209
"Namik";10;8;9;9;9;9
"Namir";10;9;9;9;11;12
"Nan";7;7;7;7;8;7
"Nande";9;9;9;11;12;13
"Nani";-;-;-;5;6;6
"Narcis";14;12;13;13;15;16
"Narciso";6;6;6;6;6;6
"Narciz";7;7;6;6;6;6
"Narsej";10;10;10;10;10;10
"Naser";114;109;122;115;119;119
"Nasir";8;8;10;10;10;9
"Nasko";5;6;7;6;6;6
"Nastja";21;23;24;24;24;24
"Nasuf";12;11;13;12;12;13
"Natan";34;44;47;51;53;53
"Natanael";7;7;7;6;7;7
"Nathan";6;6;6;7;10;12
"Natko";5;6;6;6;6;6
"Naum";6;9;8;11;12;11
"Nazif";74;69;82;78;76;76
"Nazim";35;34;36;32;31;32
"Nazmi";61;61;63;58;57;53
"Nazmija";5;-;5;6;5;5
"Nay";-;-;-;-;-;5
"Nderim";8;11;10;8;8;9
"Neat";-;-;5;-;-;-
"Nebi";8;9;8;8;9;8
"Nebih";11;13;13;9;10;8
"Nebojiša";6;5;5;5;-;-
"Nebojša";315;322;323;321;335;358
"Nedeljko";469;458;462;458;454;450
"Nedelko";7;7;6;6;6;6
"Nediljko";23;21;21;21;20;19
"Nedim";79;80;94;94;94;97
"Nedin";7;6;7;7;6;7
"Nedjad";5;5;5;6;6;5
"Nedjan";9;9;9;9;9;9
"Nedjat";-;-;5;7;8;10
"Nedjeljko";53;51;51;51;50;48
"Nedjo";29;24;23;20;19;17
"Nedo";43;45;41;43;40;42
"Nedžad";268;271;304;307;298;303
"Nedžat";30;26;20;18;17;15
"Nedžib";11;11;11;10;10;10
"Nedžmedin";-;5;5;-;-;-
"Nefad";6;-;5;5;5;5
"Negjmedin";-;6;6;5;-;-
"Negoslav";-;5;5;5;5;5
"Negovan";20;20;20;20;21;21
"Nehat";20;20;27;24;27;26
"Nehrudin";-;-;5;-;-;-
"Nei";5;5;5;6;6;7
"Neil";5;5;5;6;5;7
"Nej";31;40;52;66;81;90
"Nejc";5710;5989;6215;6446;6634;6851
"Nejc Jernej";6;6;6;6;6;6
"Nejko";11;12;11;11;11;11
"Nejo";-;-;-;-;5;5
"Nel";24;25;26;35;39;44
"Nelis";-;-;-;-;5;5
"Nemanja";86;92;111;120;127;146
"Nenad";941;937;978;967;978;994
"Neno";9;10;10;10;10;11
"Neo";18;29;37;46;58;67
"Nerino";14;12;12;12;12;11
"Nermin";391;397;441;433;434;434
"Neshat";-;5;7;6;8;8
"Nesib";32;29;34;35;32;32
"Nesim";9;11;11;9;9;8
"Nesret";6;6;-;-;-;-
"Nestor";5;6;6;7;7;7
"Nešat";6;5;-;-;-;-
"Neven";85;84;85;90;94;94
"Nevenko";31;29;38;37;34;36
"Nevij";18;18;18;18;18;18
"Nevijo";37;37;37;37;37;38
"Nevio";63;64;64;65;65;66
"Nevjo";10;10;10;10;10;10
"Nevres";20;22;27;26;28;31
"Nevzat";16;15;17;16;15;13
"Nevzet";13;12;16;16;15;16
"Nevzudin";8;9;10;10;9;10
"Nezir";83;81;86;82;76;78
"Neðad";19;20;19;18;17;17
"Neðat";6;5;5;5;5;5
"Neðeljko";44;47;43;44;44;45
"Nexhat";26;32;37;37;37;37
"Nexhmedin";18;22;24;20;21;24
"Neðo";53;55;62;61;61;57
"Nian";-;-;-;-;5;8
"Niaz";-;-;-;5;5;5
"Nicholas";9;13;15;16;15;15
"Nick";107;121;130;147;161;169
"Nickolas";-;5;5;5;5;5
"Nicky";5;5;5;5;5;5
"Nico";16;17;18;19;18;14
"Nicola";14;14;14;15;16;16
"Nicolas";20;20;24;26;29;30
"Nigel";-;5;5;5;5;5
"Nihad";207;206;233;222;219;221
"Nihat";-;-;-;-;7;5
"Nijaz";213;203;224;216;218;212
"Nijazi";19;18;21;21;19;18
"Nik";2256;2531;2809;3081;3344;3590
"Niki";96;100;105;108;112;117
"Nikica";47;48;49;45;48;48
"Nikita";15;16;17;17;20;23
"Niklas";13;14;13;13;17;18
"Niko";1385;1409;1452;1478;1503;1522
"Nikodem";6;6;7;7;7;7
"Nikola";1354;1354;1403;1418;1456;1483
"Nikolai";-;6;6;7;7;7
"Nikolaj";858;860;864;860;873;885
"Nikolas";32;37;39;43;50;52
"Nikolay";6;5;8;11;9;9
"Nikolche";-;-;-;5;5;7
"Nikolcho";5;-;7;7;8;6
"Nikolèe";6;7;7;5;-;-
"Nikolèo";12;6;6;5;5;5
"Nikša";14;17;18;17;17;19
"Nil";20;23;28;31;37;40
"Nils";5;7;8;9;9;9
"Ninko";10;11;11;11;10;10
"Nino";739;776;807;835;866;883
"Ninoslav";23;21;18;20;18;18
"Nisad";6;9;9;9;9;9
"Nisret";5;-;5;-;-;5
"Nisvet";60;57;65;66;66;70
"Nizam";5;5;5;5;5;-
"Njegoš";13;14;13;13;15;18
"Noa";5;7;9;10;12;13
"Noah";13;17;18;20;22;25
"Noe";-;-;-;-;6;7
"Noel";48;55;61;69;75;86
"Norbert";49;48;51;50;49;46
"Norman";8;8;8;8;8;8
"Novak";112;108;111;113;114;116
"Novalija";18;17;16;15;15;14
"Novica";112;105;107;109;111;111
"Novko";5;5;5;5;-;-
"Novo";52;52;55;53;54;54
"Nuha";-;5;5;5;5;5
"Nuhi";33;32;33;31;26;28
"Nuradin";6;6;7;7;7;7
"Nuraga";22;22;22;22;21;21
"Nuran";5;8;7;7;7;7
"Nurdin";12;12;10;7;7;7
"Nuredin";13;12;13;13;13;14
"Nurfad";-;-;5;5;5;5
"Nurfet";30;30;32;29;31;31
"Nuri";5;5;6;6;6;6
"Nuridin";6;6;8;8;7;7
"Nurif";-;5;-;-;-;-
"Nurija";126;127;132;124;124;116
"Nurudin";7;7;7;7;7;7
"Nusmir";13;10;12;11;10;11
"Nusret";88;82;88;82;83;88
"Nysret";5;-;7;6;7;6
"Obrad";71;70;72;71;71;69
"Obren";15;15;16;15;15;14
"Obrenko";6;7;6;6;5;5
"Odisej";5;5;5;5;5;6
"Odon";12;12;12;12;12;12
"Ognen";5;7;8;6;6;6
"Ognjen";49;51;58;61;64;74
"Ognjeslav";7;6;6;6;6;6
"Ohran";-;-;5;5;-;5
"Oktavij";12;12;12;12;12;12
"Oktavijan";5;5;6;5;5;5
"Olaf";5;5;5;5;5;5
"Oleg";20;18;20;20;22;24
"Oleh";-;-;5;5;5;-
"Oleksandr";24;14;19;23;23;24
"Oliver";297;300;307;319;326;328
"Olivij";5;5;5;-;-;-
"Olivio";12;12;12;12;12;12
"Om";-;-;-;-;-;6
"Omar";43;47;48;51;54;55
"Omer";293;305;313;302;305;307
"Orce";17;18;19;16;18;18
"Orest";6;5;5;5;5;6
"Oreste";7;7;7;7;7;7
"Orfej";5;5;5;5;5;6
"Orges";-;-;-;-;-;5
"Orhan";16;17;17;14;17;17
"Orlando";35;36;36;36;36;38
"Ortse";-;-;5;5;6;5
"Oscar";5;5;6;-;6;7
"Oskar";537;569;613;659;721;789
"Osman";399;386;412;405;399;387
"Osme";18;19;17;18;17;17
"Osmo";12;11;8;9;10;10
"Oste";7;7;7;7;7;8
"Ostoja";113;114;111;109;104;102
"Osvald";14;13;13;11;10;10
"Otmar";253;248;244;239;231;226
"Oto";443;442;434;430;433;433
"Otokar";14;13;13;12;11;10
"Oton";239;240;240;241;236;236
"Otto";19;19;19;22;21;23
"Ozren";11;12;12;10;10;10
"Ozrenko";7;5;6;7;8;8
"Ozvald";6;5;-;-;-;-
"Ožbald";7;7;7;7;7;7
"Ožbalt";11;11;12;12;12;12
"Ožbe";28;34;37;37;39;42
"Ožbej";225;276;309;355;398;450
"Ožbi";8;8;10;12;16;17
"Ožbolt";22;23;23;24;25;26
"Pablo";8;8;8;9;10;11
"Pajazit";9;9;9;8;8;7
"Pajo";18;18;16;18;18;18
"Pajtim";5;8;9;9;9;9
"Pal";12;7;9;9;7;8
"Pan";-;-;-;-;5;5
"Panche";-;-;-;-;-;6
"Panèe";8;6;-;5;-;-
"Pande";-;-;-;5;5;6
"Pane";7;6;6;6;5;5
"Pankracij";7;7;7;6;5;-
"Pantelija";18;16;18;19;18;17
"Paolo";30;30;32;39;40;45
"Pascal";33;37;36;38;40;42
"Paskal";21;24;26;31;34;36
"Pašaga";11;9;12;11;11;11
"Pašan";13;14;14;14;12;13
"Paško";8;8;8;8;8;8
"Pašo";8;8;9;6;6;5
"Patric";9;9;9;9;9;9
"Patricij";17;17;17;17;17;17
"Patricio";5;5;5;5;6;6
"Patrick";272;277;289;295;311;315
"Patrik";1128;1209;1312;1409;1507;1616
"Paul";12;13;13;13;11;14
"Paulo";7;7;6;7;7;7
"Pavao";75;70;67;65;64;64
"Pave";8;8;7;7;7;7
"Pavel";2832;2784;2718;2670;2610;2548
"Pavel Franc";6;6;6;5;5;5
"Pavel Ivan";5;-;-;-;-;-
"Pavel Janez";11;11;11;10;10;10
"Pavel Jožef";5;5;5;5;5;5
"Pavel Peter";14;13;13;13;13;13
"Pavle";257;258;250;251;253;249
"Pavlo";14;16;17;18;18;18
"Pavo";38;34;34;34;35;37
"Pavol";8;-;-;-;-;-
"Peco";5;-;5;5;5;5
"Pejo";64;62;63;62;58;59
"Pepi";6;5;6;6;6;7
"Pera";11;10;11;11;11;10
"Peregrin";15;14;12;12;12;12
"Perica";49;51;53;51;52;53
"Periša";7;8;8;8;7;8
"Pero";344;342;345;348;349;345
"Perparim";18;15;20;19;16;14
"Petar";927;921;944;921;927;916
"Peter";13146;13062;12998;12928;12840;12735
"Peter Aleksander";7;7;7;7;6;6
"Peter Anton";8;7;7;7;8;6
"Peter Franc";13;13;13;13;13;12
"Peter Ivan";6;6;6;6;6;6
"Peter Jožef";6;6;5;5;5;5
"Peter Pavel";56;54;51;50;50;48
"Petja";48;49;54;57;57;60
"Petko";53;50;53;55;55;54
"Petr";5;6;7;7;7;7
"Petre";29;22;25;24;26;26
"Petrit";32;39;43;40;41;42
"Petro";-;-;5;-;5;-
"Petronije";6;6;6;5;5;5
"Philip";11;10;10;10;11;12
"Philipp";-;-;-;-;5;-
"Piero";-;-;-;6;6;6
"Pietro";5;8;9;10;10;10
"Pile";6;7;8;8;9;8
"Pino";29;33;41;41;41;43
"Pjeter";-;-;-;5;5;5
"Polde";36;36;36;35;35;35
"Predrag";467;466;498;495;497;516
"Primož";5742;5771;5774;5774;5780;5771
"Pál";-;-;-;5;-;-
"Péter";-;9;11;11;12;16
"Radan";17;18;24;22;22;21
"Rade";401;386;409;393;395;396
"Radenko";219;225;243;235;231;238
"Radigoj";5;5;5;5;5;-
"Radimir";5;-;-;-;-;-
"Radisav";23;21;23;23;22;22
"Radislav";136;122;124;126;122;123
"Radiša";48;52;63;57;56;57
"Radivoj";275;274;268;264;263;261
"Radivoja";6;7;6;7;7;7
"Radivoje";157;157;154;156;149;153
"Radko";146;144;144;144;143;139
"Radmil";7;8;8;8;8;6
"Radmilo";14;14;15;13;13;11
"Rado";1058;1045;1043;1037;1022;1012
"Radoica";-;-;-;-;5;5
"Radoja";6;5;5;5;-;5
"Radoje";35;34;34;34;33;33
"Radojica";30;32;33;34;34;33
"Radojko";24;24;26;25;23;25
"Radoljub";15;14;12;12;12;12
"Radomir";285;282;285;279;274;273
"Radosav";39;37;39;38;37;34
"Radoslav";335;335;336;323;328;321
"Radoš";90;88;88;90;89;88
"Radovan";873;864;861;858;860;856
"Radule";6;5;6;-;-;-
"Rafael";810;800;779;766;746;739
"Rafet";20;22;26;23;24;24
"Raffaele";5;6;8;7;5;7
"Rafko";152;152;153;153;151;150
"Rafo";5;5;5;5;5;5
"Ragib";21;18;21;19;21;21
"Ragip";32;35;38;35;32;30
"Rahim";25;26;23;23;24;22
"Rahman";44;44;41;44;42;41
"Rahmo";-;5;5;-;-;-
"Raif";28;27;28;32;30;31
"Raim";16;14;16;19;18;17
"Rajan";-;-;-;-;5;6
"Rajif";17;17;18;18;17;18
"Rajko";2557;2542;2532;2502;2474;2452
"Rajmond";24;25;26;25;26;25
"Rajmund";276;265;260;250;238;229
"Rajo";8;8;8;8;8;9
"Rakip";-;5;-;-;-;-
"Ralf";5;6;6;6;6;6
"Ram";9;8;8;8;8;8
"Rama";6;6;7;7;7;7
"Ramadan";142;150;157;148;143;141
"Raman";7;6;7;7;7;6
"Ramazan";18;20;21;20;19;20
"Rame";12;12;11;9;8;9
"Rami";9;9;9;10;12;12
"Ramis";6;5;7;6;5;7
"Ramiz";342;357;376;372;369;370
"Ramo";185;184;204;201;191;192
"Ramon";14;14;15;15;15;15
"Ramush";5;5;6;9;9;8
"Ramuš";-;5;-;-;-;-
"Ranislav";7;7;7;7;7;7
"Ranko";317;314;338;339;333;329
"Raphael";-;5;-;-;6;6
"Rasim";382;390;407;404;398;396
"Rastislav";44;40;36;36;34;33
"Rastko";61;61;61;62;62;62
"Rasto";40;40;40;40;40;40
"Rašid";45;47;46;46;46;44
"Rašit";6;6;7;-;-;-
"Rašo";8;8;8;8;8;8
"Ratimir";19;19;19;19;18;18
"Ratko";246;243;242;241;239;237
"Ratomir";35;35;31;30;25;24
"Raul";14;15;17;18;17;18
"Ravman";-;-;5;-;-;-
"Razim";30;30;32;32;31;30
"Rayan";-;-;-;-;-;7
"Redjep";10;11;12;14;16;18
"Redon";-;5;6;7;6;6
"Redžep";97;95;92;86;79;79
"Redžo";100;95;96;91;90;91
"Refet";9;9;9;9;9;10
"Refik";222;226;251;239;232;241
"Refki";28;28;31;31;29;24
"Rei";6;6;6;7;9;9
"Reinhard";-;5;-;-;-;-
"Rejhan";-;-;-;5;6;10
"Reko";5;5;5;5;5;5
"Relja";9;10;11;10;10;10
"Rem";-;5;5;5;5;7
"Remigij";18;18;18;18;18;18
"Remigio";9;9;9;10;10;9
"Remo";6;6;-;-;-;-
"Remzi";38;39;41;41;35;37
"Remzija";43;41;41;44;44;46
"Remzo";26;27;28;28;28;26
"Remzudin";-;5;-;-;-;-
"Renaldo";11;11;11;11;11;11
"Renat";7;7;6;7;7;7
"Renato";870;867;867;863;862;855
"Rene";703;725;769;822;882;922
"Renee";5;-;-;-;5;5
"Renej";6;6;6;6;6;7
"Reni";5;5;5;5;5;5
"Renzo";5;-;-;5;6;-
"René";-;24;27;28;28;26
"Reshat";14;13;19;17;17;18
"Reshit";-;-;5;-;5;5
"Resmi";-;7;8;7;7;7
"Resul";5;6;7;7;9;8
"Rešad";15;13;13;13;12;12
"Rešat";7;6;6;5;5;5
"Rešid";37;36;37;37;36;36
"Reuf";39;40;43;43;46;46
"Rezak";10;8;8;8;8;8
"Reðep";9;9;8;6;6;5
"Rexhe";5;-;6;5;5;5
"Rexhep";50;55;63;66;67;67
"Riad";8;9;11;13;14;17
"Rian";5;7;9;11;15;17
"Ricardo";9;9;9;10;10;10
"Riccardo";13;13;17;18;18;21
"Richard";20;19;20;21;20;22
"Rièard";-;-;-;-;-;5
"Ridvan";10;11;14;12;11;12
"Rifat";90;93;89;88;87;88
"Rifet";195;201;208;205;197;194
"Rihard";355;349;346;341;337;333
"Rijad";16;18;22;26;24;25
"Rikard";14;14;12;12;12;11
"Rikardo";29;29;29;29;29;29
"Riki";10;10;10;10;10;10
"Riko";27;28;28;28;27;25
"Rilind";-;5;6;7;9;10
"Rinald";5;5;5;5;5;5
"Rinaldo";19;20;20;21;20;20
"Rino";29;31;30;30;30;30
"Rinor";8;8;10;15;19;19
"Rion";-;-;-;5;6;6
"Riste";8;9;6;5;8;10
"Risto";88;88;86;84;83;83
"Riza";15;15;15;14;14;11
"Rizah";24;27;25;23;23;24
"Rizan";-;6;5;-;-;5
"Rizo";16;16;17;17;16;16
"Rizvan";8;9;9;9;9;9
"Robert";10550;10518;10499;10492;10458;10405
"Robert Peter";5;5;5;5;5;-
"Robertino";10;11;11;11;11;11
"Roberto";133;137;144;149;153;163
"Robi";564;563;563;566;570;572
"Robin";58;60;63;65;67;73
"Rocco";7;8;9;8;7;7
"Rodoljub";24;23;27;27;28;29
"Roger";5;6;5;5;5;5
"Rok";9234;9374;9485;9619;9737;9823
"Roki";67;67;67;67;67;68
"Roko";53;59;61;62;72;78
"Roky";9;9;9;9;9;9
"Roland";120;119;124;123;123;122
"Rolando";91;91;90;90;90;90
"Roman";5507;5485;5458;5414;5359;5316
"Romano";40;42;45;41;40;39
"Romeo";117;118;118;117;117;114
"Romi";13;13;12;12;12;12
"Romuald";9;9;9;9;9;9
"Ron";10;9;12;12;12;11
"Ronald";37;37;36;36;36;37
"Ronaldo";-;5;5;5;5;5
"Roni";15;15;16;16;18;17
"Rosando";5;5;5;5;5;5
"Rožle";121;129;141;155;162;182
"Roy";11;11;11;10;8;8
"Rrahim";12;12;19;14;13;14
"Rrahman";16;14;16;15;15;15
"Rrustem";12;13;8;10;8;9
"Ruben";48;57;70;78;92;102
"Rubin";-;-;-;-;5;-
"Rude";7;7;7;7;7;6
"Rudi";773;774;776;773;768;764
"Rudolf";3510;3406;3320;3225;3125;3028
"Rudolf Franc";6;6;6;6;6;6
"Rudolf Ivan";5;5;5;5;5;5
"Rudolf Jožef";5;-;-;-;-;-
"Rufad";13;13;15;14;15;14
"Rufat";5;6;6;6;6;6
"Ruggero";5;5;-;5;-;-
"Ruj";6;9;11;13;16;22
"Rukib";6;7;8;8;8;8
"Rupert";74;74;72;71;66;66
"Rushit";-;-;6;-;5;7
"Ruslan";8;5;7;7;7;10
"Rusmin";7;5;7;5;5;6
"Rusmir";29;34;41;39;39;37
"Rustem";18;16;17;17;15;14
"Ruzhdi";35;32;39;36;39;39
"Ruždi";11;12;9;7;-;-
"Ruždija";10;11;9;9;8;9
"Ryan";-;-;-;5;6;7
"Sabahudin";114;104;129;124;125;123
"Sabedin";11;12;12;11;10;10
"Sabid";25;28;30;31;32;33
"Sabin";13;15;19;16;17;18
"Sabir";11;10;13;11;11;11
"Sabit";86;79;82;85;86;81
"Sabri";20;17;20;20;21;21
"Sabrija";17;16;15;14;13;14
"Sadat";26;22;28;25;24;22
"Sadem";-;-;-;5;5;-
"Sadet";11;11;13;14;14;14
"Sadik";124;129;138;135;137;135
"Sadin";7;6;7;8;8;10
"Sadmir";49;46;52;55;52;54
"Sado";7;8;8;7;7;7
"Sadri";32;31;35;35;37;31
"Sadrija";6;5;5;5;5;5
"Safer";5;5;5;5;5;5
"Safet";488;498;543;527;526;521
"Sahit";17;18;18;18;17;20
"Said";81;84;88;93;92;100
"Saim";7;7;8;7;7;6
"Sait";13;15;13;12;12;11
"Sajid";30;33;31;33;32;32
"Sakib";93;95;103;103;99;99
"Sakip";-;-;6;7;6;-
"Salem";14;18;22;22;22;22
"Sali";28;32;31;30;31;30
"Salih";196;185;201;193;187;185
"Salija";6;6;6;7;7;6
"Salim";37;39;39;36;38;36
"Salji";5;5;-;-;5;5
"Salkan";12;13;12;14;13;12
"Salko";95;94;100;99;98;94
"Salmir";12;14;14;10;11;11
"Salvator";7;7;7;7;7;7
"Salvatore";6;6;6;6;8;7
"Samed";31;30;35;35;40;45
"Samedin";8;8;9;8;9;8
"Samel";9;10;9;9;10;9
"Samer";-;-;-;-;6;6
"Samet";23;23;17;20;21;21
"Sami";94;98;106;104;103;108
"Samid";15;15;17;17;17;17
"Samidin";-;-;5;-;-;-
"Samil";9;6;9;7;8;8
"Samir";687;693;777;768;756;757
"Samo";2394;2415;2440;2446;2455;2460
"Samoel";20;20;18;18;18;18
"Samuel";124;128;144;157;165;177
"Sande";15;15;16;14;12;12
"Sandi";2234;2241;2245;2243;2248;2240
"Sandin";7;7;8;7;7;7
"Sandor";12;5;-;5;-;-
"Sandrino";5;6;7;8;8;8
"Sandro";96;98;102;106;110;105
"Sandy";6;6;7;6;7;5
"Sanel";346;355;387;395;390;395
"Sani";55;57;58;58;58;57
"Sanid";5;5;5;5;6;6
"Sanin";-;-;-;-;5;7
"Sanjin";30;35;37;39;40;40
"Santiago";-;5;6;6;6;7
"Santo";5;5;5;-;-;-
"Sascha";10;8;10;7;5;-
"Sascha Alexander";-;-;-;-;5;-
"Sasha";-;5;5;7;6;6
"Sashe";-;-;-;-;-;5
"Sashko";7;-;12;19;20;25
"Sasho";6;5;18;17;24;28
"Saš";-;5;7;8;9;9
"Saša";1341;1356;1394;1374;1385;1394
"Saša Aleksander";-;5;5;5;5;5
"Saše";5;-;5;-;-;-
"Saši";6;6;6;6;6;6
"Saško";101;97;97;94;93;90
"Sašo";3181;3189;3185;3182;3180;3170
"Sašo Aleksander";8;7;7;7;7;7
"Saud";10;11;11;12;13;14
"Saudin";25;22;25;22;21;22
"Sava";71;70;68;67;65;63
"Savan";9;9;9;9;8;8
"Savel";5;5;5;5;5;5
"Savin";15;16;16;15;15;15
"Savo";357;350;353;354;350;348
"Sead";429;445;469;463;460;458
"Sean";20;22;23;25;27;26
